Origin			Destination			Stops
==========================================================================
Aberdeen                        	Alicante, Spain                 	1	
Aberdeen                        	Miami, Florida, USA             	1	
Aberdeen                        	Milan, Linate Apt.              	6	
Aberdeen                        	Milan, Malpensa Apt.            	5	
Aberdeen                        	Montego Bay, Jamaica            	1	
Aberdeen                        	Moscow, USSR                    	1	
Aberdeen                        	Munich, Germany                 	1	
Aberdeen                        	Naples, Italy                   	1	
Aberdeen                        	Newark, Nj, USA                 	1	
Aberdeen                        	Newcastle                       	1	
Aberdeen                        	Nice, France                    	5	
Aberdeen                        	Nuremberg, Germany              	1	
Aberdeen                        	Orlando AFB, Florida            	1	
Aberdeen                        	Orly, Paris                     	5	
Aberdeen                        	Ottawa, Canada                  	1	
Aberdeen                        	Palma, Majorca                  	6	
Aberdeen                        	Pisa, Italy                     	1	
Aberdeen                        	Porto, Portugal                 	5	
Aberdeen                        	Prague, Czech                   	1	
Aberdeen                        	Riyadh, Saudi Arabia            	1	
Aberdeen                        	Rome, Fiumicino Apt.            	3	
Aberdeen                        	Tampa, Fl, USA                  	5	
Aberdeen                        	Tokyo, Narita Int Ja            	1	
Aberdeen                        	Toulouse, France                	3	
Aberdeen                        	Valencia, Spain                 	1	
Aberdeen                        	Vancouver, Canada               	4	
Aberdeen                        	Venice, Marco Polo              	1	
Aberdeen                        	Verona, Italy                   	1	
Aberdeen                        	Vilnius, Lithuania              	1	
Aberdeen                        	Warsaw, Poland                  	1	
Aberdeen                        	Washington Dulles               	2	
Aberdeen                        	Woodford Manchester             	4	
Aberdeen                        	Zurich, Switzerland             	5	
Alicante, Spain                 	Aberdeen                        	1	
Alicante, Spain                 	Amsterdam, N/lands              	3	
Alicante, Spain                 	Aruba, Neth Antilles            	4	
Alicante, Spain                 	Athens, Greece                  	3	
Alicante, Spain                 	Atlanta, Geo, USA               	4	
Alicante, Spain                 	Barcelona, Spain                	4	
Alicante, Spain                 	Basle, Switzerland              	1	
Alicante, Spain                 	Belfast, N. Ireland             	1	
Alicante, Spain                 	Belgrade, Serbia                	3	
Alicante, Spain                 	Berlin, Tegel Apt               	1	
Alicante, Spain                 	Bilbao, Spain                   	4	
Alicante, Spain                 	Birmingham Intl                 	5	
Alicante, Spain                 	Bologna, Italy                  	1	
Alicante, Spain                 	Boston, Mass., USA              	3	
Alicante, Spain                 	Bristol, Lulsgate               	4	
Alicante, Spain                 	Brussels Zaventem               	3	
Alicante, Spain                 	Calgary, Canada                 	5	
Alicante, Spain                 	CDG, Paris, France              	2	
Alicante, Spain                 	Chicago,OHare,Il                	4	
Alicante, Spain                 	Cincinnati, USA                 	3	
Alicante, Spain                 	Copenhagen, Kastrup             	3	
Alicante, Spain                 	Dallas, Tx, USA                 	3	
Alicante, Spain                 	Damascus, Syria                 	1	
Alicante, Spain                 	Detroit, Mich, USA              	5	
Alicante, Spain                 	Dubai, U. A. E.                 	1	
Alicante, Spain                 	Dublin, Ireland                 	5	
Alicante, Spain                 	Dusseldorf, Germany             	5	
Alicante, Spain                 	Edinburgh                       	6	
Alicante, Spain                 	Faro, Portugal                  	4	
Alicante, Spain                 	Frankfurt, Germany              	4	
Alicante, Spain                 	Geneva, Switzerland             	1	
Alicante, Spain                 	Glasgow, Scotland               	6	
Alicante, Spain                 	Gothenburg, Sweden              	3	
Alicante, Spain                 	Guernsey, Channel Is            	5	
Alicante, Spain                 	Hamburg, Germany                	5	
Alicante, Spain                 	Harare, Zimbabwe                	3	
Alicante, Spain                 	Houston Intl,Tx,USA             	4	
Alicante, Spain                 	Huntsville, Al, USA             	2	
Alicante, Spain                 	Islamabad, Pakistan             	6	
Alicante, Spain                 	Istanbul, Turkey                	1	
Alicante, Spain                 	Jersey, Channel Is.             	1	
Alicante, Spain                 	JFK, New York                   	2	
Alicante, Spain                 	Kiev, Borispool, Ukr            	3	
Alicante, Spain                 	Krakow, Poland                  	3	
Alicante, Spain                 	Kuala Lumpur, Malay.            	1	
Alicante, Spain                 	Las Palmas, Canaries            	4	
Alicante, Spain                 	LBP, Toronto, Canada            	1	
Alicante, Spain                 	Leeds/Bradford                  	4	
Alicante, Spain                 	Leipzig, Germany                	1	
Alicante, Spain                 	Lisbon, Portugal                	4	
Alicante, Spain                 	London City                     	5	
Alicante, Spain                 	London Gatwick                  	2	
Alicante, Spain                 	London Heathrow                 	0	
Alicante, Spain                 	Los Angeles, USA                	5	
Alicante, Spain                 	Luxembourg                      	1	
Alicante, Spain                 	Lyon, France                    	1	
Alicante, Spain                 	Malaga, Spain                   	4	
Alicante, Spain                 	Manchester Intl                 	5	
Alicante, Spain                 	Marseille, France               	3	
Alicante, Spain                 	Memphis, Ten., USA              	4	
Alicante, Spain                 	Mexico City, Mexico             	3	
Alicante, Spain                 	Miami, Florida, USA             	3	
Alicante, Spain                 	Milan, Linate Apt.              	6	
Alicante, Spain                 	Milan, Malpensa Apt.            	5	
Alicante, Spain                 	Montego Bay, Jamaica            	3	
Alicante, Spain                 	Moscow, USSR                    	3	
Alicante, Spain                 	Munich, Germany                 	1	
Alicante, Spain                 	Naples, Italy                   	3	
Alicante, Spain                 	Newark, Nj, USA                 	3	
Alicante, Spain                 	Newcastle                       	1	
Alicante, Spain                 	Nice, France                    	5	
Alicante, Spain                 	Nuremberg, Germany              	1	
Alicante, Spain                 	Orlando AFB, Florida            	3	
Alicante, Spain                 	Orly, Paris                     	5	
Alicante, Spain                 	Ottawa, Canada                  	1	
Alicante, Spain                 	Palma, Majorca                  	6	
Alicante, Spain                 	Pisa, Italy                     	3	
Alicante, Spain                 	Porto, Portugal                 	5	
Alicante, Spain                 	Prague, Czech                   	1	
Alicante, Spain                 	Riyadh, Saudi Arabia            	1	
Alicante, Spain                 	Rome, Fiumicino Apt.            	3	
Alicante, Spain                 	Tampa, Fl, USA                  	5	
Alicante, Spain                 	Tokyo, Narita Int Ja            	1	
Alicante, Spain                 	Toulouse, France                	3	
Alicante, Spain                 	Valencia, Spain                 	1	
Alicante, Spain                 	Vancouver, Canada               	4	
Alicante, Spain                 	Venice, Marco Polo              	1	
Alicante, Spain                 	Verona, Italy                   	3	
Alicante, Spain                 	Vilnius, Lithuania              	3	
Alicante, Spain                 	Warsaw, Poland                  	1	
Alicante, Spain                 	Washington Dulles               	2	
Alicante, Spain                 	Woodford Manchester             	4	
Alicante, Spain                 	Zurich, Switzerland             	5	
Amsterdam, N/lands              	Aberdeen                        	3	
Amsterdam, N/lands              	Alicante, Spain                 	3	
Amsterdam, N/lands              	Aruba, Neth Antilles            	0	
Amsterdam, N/lands              	Athens, Greece                  	3	
Amsterdam, N/lands              	Atlanta, Geo, USA               	2	
Amsterdam, N/lands              	Barcelona, Spain                	0	
Amsterdam, N/lands              	Basle, Switzerland              	3	
Amsterdam, N/lands              	Belfast, N. Ireland             	3	
Amsterdam, N/lands              	Belgrade, Serbia                	5	
Amsterdam, N/lands              	Berlin, Tegel Apt               	3	
Amsterdam, N/lands              	Bilbao, Spain                   	2	
Amsterdam, N/lands              	Birmingham Intl                 	1	
Amsterdam, N/lands              	Bologna, Italy                  	3	
Amsterdam, N/lands              	Boston, Mass., USA              	5	
Amsterdam, N/lands              	Bristol, Lulsgate               	2	
Amsterdam, N/lands              	Brussels Zaventem               	1	
Amsterdam, N/lands              	Calgary, Canada                 	1	
Amsterdam, N/lands              	CDG, Paris, France              	0	
Amsterdam, N/lands              	Chicago,OHare,Il                	2	
Amsterdam, N/lands              	Cincinnati, USA                 	1	
Amsterdam, N/lands              	Copenhagen, Kastrup             	1	
Amsterdam, N/lands              	Dallas, Tx, USA                 	5	
Amsterdam, N/lands              	Damascus, Syria                 	3	
Amsterdam, N/lands              	Detroit, Mich, USA              	1	
Amsterdam, N/lands              	Dubai, U. A. E.                 	3	
Amsterdam, N/lands              	Dublin, Ireland                 	1	
Amsterdam, N/lands              	Dusseldorf, Germany             	1	
Amsterdam, N/lands              	Edinburgh                       	2	
Amsterdam, N/lands              	Faro, Portugal                  	0	
Amsterdam, N/lands              	Frankfurt, Germany              	0	
Amsterdam, N/lands              	Geneva, Switzerland             	3	
Amsterdam, N/lands              	Glasgow, Scotland               	2	
Amsterdam, N/lands              	Gothenburg, Sweden              	5	
Amsterdam, N/lands              	Guernsey, Channel Is            	1	
Amsterdam, N/lands              	Hamburg, Germany                	3	
Amsterdam, N/lands              	Harare, Zimbabwe                	5	
Amsterdam, N/lands              	Houston Intl,Tx,USA             	0	
Amsterdam, N/lands              	Huntsville, Al, USA             	4	
Amsterdam, N/lands              	Islamabad, Pakistan             	2	
Amsterdam, N/lands              	Istanbul, Turkey                	3	
Amsterdam, N/lands              	Jersey, Channel Is.             	3	
Amsterdam, N/lands              	JFK, New York                   	2	
Amsterdam, N/lands              	Kiev, Borispool, Ukr            	5	
Amsterdam, N/lands              	Krakow, Poland                  	5	
Amsterdam, N/lands              	Kuala Lumpur, Malay.            	3	
Amsterdam, N/lands              	Las Palmas, Canaries            	0	
Amsterdam, N/lands              	LBP, Toronto, Canada            	3	
Amsterdam, N/lands              	Leeds/Bradford                  	2	
Amsterdam, N/lands              	Leipzig, Germany                	3	
Amsterdam, N/lands              	Lisbon, Portugal                	0	
Amsterdam, N/lands              	London City                     	1	
Amsterdam, N/lands              	London Gatwick                  	4	
Amsterdam, N/lands              	London Heathrow                 	2	
Amsterdam, N/lands              	Los Angeles, USA                	1	
Amsterdam, N/lands              	Luxembourg                      	3	
Amsterdam, N/lands              	Lyon, France                    	3	
Amsterdam, N/lands              	Malaga, Spain                   	2	
Amsterdam, N/lands              	Manchester Intl                 	1	
Amsterdam, N/lands              	Marseille, France               	5	
Amsterdam, N/lands              	Memphis, Ten., USA              	0	
Amsterdam, N/lands              	Mexico City, Mexico             	1	
Amsterdam, N/lands              	Miami, Florida, USA             	5	
Amsterdam, N/lands              	Milan, Linate Apt.              	2	
Amsterdam, N/lands              	Milan, Malpensa Apt.            	3	
Amsterdam, N/lands              	Montego Bay, Jamaica            	5	
Amsterdam, N/lands              	Moscow, USSR                    	5	
Amsterdam, N/lands              	Munich, Germany                 	2	
Amsterdam, N/lands              	Naples, Italy                   	5	
Amsterdam, N/lands              	Newark, Nj, USA                 	5	
Amsterdam, N/lands              	Newcastle                       	3	
Amsterdam, N/lands              	Nice, France                    	3	
Amsterdam, N/lands              	Nuremberg, Germany              	3	
Amsterdam, N/lands              	Orlando AFB, Florida            	5	
Amsterdam, N/lands              	Orly, Paris                     	3	
Amsterdam, N/lands              	Ottawa, Canada                  	3	
Amsterdam, N/lands              	Palma, Majorca                  	2	
Amsterdam, N/lands              	Pisa, Italy                     	5	
Amsterdam, N/lands              	Porto, Portugal                 	1	
Amsterdam, N/lands              	Prague, Czech                   	3	
Amsterdam, N/lands              	Riyadh, Saudi Arabia            	3	
Amsterdam, N/lands              	Rome, Fiumicino Apt.            	3	
Amsterdam, N/lands              	Tampa, Fl, USA                  	1	
Amsterdam, N/lands              	Tokyo, Narita Int Ja            	1	
Amsterdam, N/lands              	Toulouse, France                	1	
Amsterdam, N/lands              	Valencia, Spain                 	3	
Amsterdam, N/lands              	Vancouver, Canada               	0	
Amsterdam, N/lands              	Venice, Marco Polo              	3	
Amsterdam, N/lands              	Verona, Italy                   	5	
Amsterdam, N/lands              	Vilnius, Lithuania              	5	
Amsterdam, N/lands              	Warsaw, Poland                  	3	
Amsterdam, N/lands              	Washington Dulles               	1	
Amsterdam, N/lands              	Woodford Manchester             	2	
Amsterdam, N/lands              	Zurich, Switzerland             	3	
Aruba, Neth Antilles            	Aberdeen                        	4	
Aruba, Neth Antilles            	Alicante, Spain                 	4	
Aruba, Neth Antilles            	Amsterdam, N/lands              	0	
Aruba, Neth Antilles            	Athens, Greece                  	4	
Aruba, Neth Antilles            	Atlanta, Geo, USA               	3	
Aruba, Neth Antilles            	Barcelona, Spain                	1	
Aruba, Neth Antilles            	Basle, Switzerland              	4	
Aruba, Neth Antilles            	Belfast, N. Ireland             	4	
Aruba, Neth Antilles            	Belgrade, Serbia                	6	
Aruba, Neth Antilles            	Berlin, Tegel Apt               	4	
Aruba, Neth Antilles            	Bilbao, Spain                   	3	
Aruba, Neth Antilles            	Birmingham Intl                 	2	
Aruba, Neth Antilles            	Bologna, Italy                  	4	
Aruba, Neth Antilles            	Boston, Mass., USA              	6	
Aruba, Neth Antilles            	Bristol, Lulsgate               	3	
Aruba, Neth Antilles            	Brussels Zaventem               	2	
Aruba, Neth Antilles            	Calgary, Canada                 	2	
Aruba, Neth Antilles            	CDG, Paris, France              	1	
Aruba, Neth Antilles            	Chicago,OHare,Il                	3	
Aruba, Neth Antilles            	Cincinnati, USA                 	2	
Aruba, Neth Antilles            	Copenhagen, Kastrup             	2	
Aruba, Neth Antilles            	Dallas, Tx, USA                 	6	
Aruba, Neth Antilles            	Damascus, Syria                 	4	
Aruba, Neth Antilles            	Detroit, Mich, USA              	2	
Aruba, Neth Antilles            	Dubai, U. A. E.                 	4	
Aruba, Neth Antilles            	Dublin, Ireland                 	2	
Aruba, Neth Antilles            	Dusseldorf, Germany             	2	
Aruba, Neth Antilles            	Edinburgh                       	3	
Aruba, Neth Antilles            	Faro, Portugal                  	1	
Aruba, Neth Antilles            	Frankfurt, Germany              	1	
Aruba, Neth Antilles            	Geneva, Switzerland             	4	
Aruba, Neth Antilles            	Glasgow, Scotland               	3	
Aruba, Neth Antilles            	Gothenburg, Sweden              	6	
Aruba, Neth Antilles            	Guernsey, Channel Is            	2	
Aruba, Neth Antilles            	Hamburg, Germany                	4	
Aruba, Neth Antilles            	Harare, Zimbabwe                	6	
Aruba, Neth Antilles            	Houston Intl,Tx,USA             	1	
Aruba, Neth Antilles            	Huntsville, Al, USA             	5	
Aruba, Neth Antilles            	Islamabad, Pakistan             	3	
Aruba, Neth Antilles            	Istanbul, Turkey                	4	
Aruba, Neth Antilles            	Jersey, Channel Is.             	4	
Aruba, Neth Antilles            	JFK, New York                   	3	
Aruba, Neth Antilles            	Kiev, Borispool, Ukr            	6	
Aruba, Neth Antilles            	Krakow, Poland                  	6	
Aruba, Neth Antilles            	Kuala Lumpur, Malay.            	4	
Aruba, Neth Antilles            	Las Palmas, Canaries            	1	
Aruba, Neth Antilles            	LBP, Toronto, Canada            	4	
Aruba, Neth Antilles            	Leeds/Bradford                  	3	
Aruba, Neth Antilles            	Leipzig, Germany                	4	
Aruba, Neth Antilles            	Lisbon, Portugal                	1	
Aruba, Neth Antilles            	London City                     	2	
Aruba, Neth Antilles            	London Gatwick                  	5	
Aruba, Neth Antilles            	London Heathrow                 	3	
Aruba, Neth Antilles            	Los Angeles, USA                	2	
Aruba, Neth Antilles            	Luxembourg                      	4	
Aruba, Neth Antilles            	Lyon, France                    	4	
Aruba, Neth Antilles            	Malaga, Spain                   	3	
Aruba, Neth Antilles            	Manchester Intl                 	2	
Aruba, Neth Antilles            	Marseille, France               	6	
Aruba, Neth Antilles            	Memphis, Ten., USA              	1	
Aruba, Neth Antilles            	Mexico City, Mexico             	2	
Aruba, Neth Antilles            	Miami, Florida, USA             	6	
Aruba, Neth Antilles            	Milan, Linate Apt.              	3	
Aruba, Neth Antilles            	Milan, Malpensa Apt.            	4	
Aruba, Neth Antilles            	Montego Bay, Jamaica            	6	
Aruba, Neth Antilles            	Moscow, USSR                    	6	
Aruba, Neth Antilles            	Munich, Germany                 	3	
Aruba, Neth Antilles            	Naples, Italy                   	6	
Aruba, Neth Antilles            	Newark, Nj, USA                 	6	
Aruba, Neth Antilles            	Newcastle                       	4	
Aruba, Neth Antilles            	Nice, France                    	4	
Aruba, Neth Antilles            	Nuremberg, Germany              	4	
Aruba, Neth Antilles            	Orlando AFB, Florida            	6	
Aruba, Neth Antilles            	Orly, Paris                     	4	
Aruba, Neth Antilles            	Ottawa, Canada                  	4	
Aruba, Neth Antilles            	Palma, Majorca                  	3	
Aruba, Neth Antilles            	Pisa, Italy                     	6	
Aruba, Neth Antilles            	Porto, Portugal                 	2	
Aruba, Neth Antilles            	Prague, Czech                   	4	
Aruba, Neth Antilles            	Riyadh, Saudi Arabia            	4	
Aruba, Neth Antilles            	Rome, Fiumicino Apt.            	4	
Aruba, Neth Antilles            	Tampa, Fl, USA                  	2	
Aruba, Neth Antilles            	Tokyo, Narita Int Ja            	2	
Aruba, Neth Antilles            	Toulouse, France                	2	
Aruba, Neth Antilles            	Valencia, Spain                 	4	
Aruba, Neth Antilles            	Vancouver, Canada               	1	
Aruba, Neth Antilles            	Venice, Marco Polo              	4	
Aruba, Neth Antilles            	Verona, Italy                   	6	
Aruba, Neth Antilles            	Vilnius, Lithuania              	6	
Aruba, Neth Antilles            	Warsaw, Poland                  	4	
Aruba, Neth Antilles            	Washington Dulles               	2	
Aruba, Neth Antilles            	Woodford Manchester             	3	
Aruba, Neth Antilles            	Zurich, Switzerland             	4	
Athens, Greece                  	Aberdeen                        	3	
Athens, Greece                  	Alicante, Spain                 	3	
Athens, Greece                  	Amsterdam, N/lands              	3	
Athens, Greece                  	Aruba, Neth Antilles            	4	
Athens, Greece                  	Atlanta, Geo, USA               	2	
Athens, Greece                  	Barcelona, Spain                	2	
Athens, Greece                  	Basle, Switzerland              	3	
Athens, Greece                  	Belfast, N. Ireland             	3	
Athens, Greece                  	Belgrade, Serbia                	5	
Athens, Greece                  	Berlin, Tegel Apt               	3	
Athens, Greece                  	Bilbao, Spain                   	2	
Athens, Greece                  	Birmingham Intl                 	3	
Athens, Greece                  	Bologna, Italy                  	3	
Athens, Greece                  	Boston, Mass., USA              	5	
Athens, Greece                  	Bristol, Lulsgate               	2	
Athens, Greece                  	Brussels Zaventem               	1	
Athens, Greece                  	Calgary, Canada                 	5	
Athens, Greece                  	CDG, Paris, France              	4	
Athens, Greece                  	Chicago,OHare,Il                	2	
Athens, Greece                  	Cincinnati, USA                 	5	
Athens, Greece                  	Copenhagen, Kastrup             	5	
Athens, Greece                  	Dallas, Tx, USA                 	5	
Athens, Greece                  	Damascus, Syria                 	3	
Athens, Greece                  	Detroit, Mich, USA              	5	
Athens, Greece                  	Dubai, U. A. E.                 	3	
Athens, Greece                  	Dublin, Ireland                 	3	
Athens, Greece                  	Dusseldorf, Germany             	3	
Athens, Greece                  	Edinburgh                       	4	
Athens, Greece                  	Faro, Portugal                  	4	
Athens, Greece                  	Frankfurt, Germany              	4	
Athens, Greece                  	Geneva, Switzerland             	1	
Athens, Greece                  	Glasgow, Scotland               	4	
Athens, Greece                  	Gothenburg, Sweden              	5	
Athens, Greece                  	Guernsey, Channel Is            	5	
Athens, Greece                  	Hamburg, Germany                	3	
Athens, Greece                  	Harare, Zimbabwe                	5	
Athens, Greece                  	Houston Intl,Tx,USA             	4	
Athens, Greece                  	Huntsville, Al, USA             	4	
Athens, Greece                  	Islamabad, Pakistan             	4	
Athens, Greece                  	Istanbul, Turkey                	3	
Athens, Greece                  	Jersey, Channel Is.             	3	
Athens, Greece                  	JFK, New York                   	0	
Athens, Greece                  	Kiev, Borispool, Ukr            	5	
Athens, Greece                  	Krakow, Poland                  	5	
Athens, Greece                  	Kuala Lumpur, Malay.            	3	
Athens, Greece                  	Las Palmas, Canaries            	4	
Athens, Greece                  	LBP, Toronto, Canada            	3	
Athens, Greece                  	Leeds/Bradford                  	2	
Athens, Greece                  	Leipzig, Germany                	3	
Athens, Greece                  	Lisbon, Portugal                	4	
Athens, Greece                  	London City                     	5	
Athens, Greece                  	London Gatwick                  	4	
Athens, Greece                  	London Heathrow                 	2	
Athens, Greece                  	Los Angeles, USA                	5	
Athens, Greece                  	Luxembourg                      	3	
Athens, Greece                  	Lyon, France                    	3	
Athens, Greece                  	Malaga, Spain                   	2	
Athens, Greece                  	Manchester Intl                 	3	
Athens, Greece                  	Marseille, France               	5	
Athens, Greece                  	Memphis, Ten., USA              	4	
Athens, Greece                  	Mexico City, Mexico             	5	
Athens, Greece                  	Miami, Florida, USA             	5	
Athens, Greece                  	Milan, Linate Apt.              	4	
Athens, Greece                  	Milan, Malpensa Apt.            	3	
Athens, Greece                  	Montego Bay, Jamaica            	5	
Athens, Greece                  	Moscow, USSR                    	5	
Athens, Greece                  	Munich, Germany                 	3	
Athens, Greece                  	Naples, Italy                   	5	
Athens, Greece                  	Newark, Nj, USA                 	5	
Athens, Greece                  	Newcastle                       	3	
Athens, Greece                  	Nice, France                    	3	
Athens, Greece                  	Nuremberg, Germany              	3	
Athens, Greece                  	Orlando AFB, Florida            	5	
Athens, Greece                  	Orly, Paris                     	3	
Athens, Greece                  	Ottawa, Canada                  	3	
Athens, Greece                  	Palma, Majorca                  	4	
Athens, Greece                  	Pisa, Italy                     	5	
Athens, Greece                  	Porto, Portugal                 	5	
Athens, Greece                  	Prague, Czech                   	3	
Athens, Greece                  	Riyadh, Saudi Arabia            	3	
Athens, Greece                  	Rome, Fiumicino Apt.            	1	
Athens, Greece                  	Tampa, Fl, USA                  	5	
Athens, Greece                  	Tokyo, Narita Int Ja            	3	
Athens, Greece                  	Toulouse, France                	5	
Athens, Greece                  	Valencia, Spain                 	3	
Athens, Greece                  	Vancouver, Canada               	4	
Athens, Greece                  	Venice, Marco Polo              	3	
Athens, Greece                  	Verona, Italy                   	5	
Athens, Greece                  	Vilnius, Lithuania              	5	
Athens, Greece                  	Warsaw, Poland                  	3	
Athens, Greece                  	Washington Dulles               	4	
Athens, Greece                  	Woodford Manchester             	2	
Athens, Greece                  	Zurich, Switzerland             	3	
Atlanta, Geo, USA               	Aberdeen                        	4	
Atlanta, Geo, USA               	Alicante, Spain                 	4	
Atlanta, Geo, USA               	Amsterdam, N/lands              	2	
Atlanta, Geo, USA               	Aruba, Neth Antilles            	3	
Atlanta, Geo, USA               	Athens, Greece                  	2	
Atlanta, Geo, USA               	Barcelona, Spain                	1	
Atlanta, Geo, USA               	Basle, Switzerland              	4	
Atlanta, Geo, USA               	Belfast, N. Ireland             	4	
Atlanta, Geo, USA               	Belgrade, Serbia                	6	
Atlanta, Geo, USA               	Berlin, Tegel Apt               	4	
Atlanta, Geo, USA               	Bilbao, Spain                   	1	
Atlanta, Geo, USA               	Birmingham Intl                 	2	
Atlanta, Geo, USA               	Bologna, Italy                  	4	
Atlanta, Geo, USA               	Boston, Mass., USA              	6	
Atlanta, Geo, USA               	Bristol, Lulsgate               	1	
Atlanta, Geo, USA               	Brussels Zaventem               	0	
Atlanta, Geo, USA               	Calgary, Canada                 	4	
Atlanta, Geo, USA               	CDG, Paris, France              	3	
Atlanta, Geo, USA               	Chicago,OHare,Il                	1	
Atlanta, Geo, USA               	Cincinnati, USA                 	4	
Atlanta, Geo, USA               	Copenhagen, Kastrup             	4	
Atlanta, Geo, USA               	Dallas, Tx, USA                 	6	
Atlanta, Geo, USA               	Damascus, Syria                 	4	
Atlanta, Geo, USA               	Detroit, Mich, USA              	4	
Atlanta, Geo, USA               	Dubai, U. A. E.                 	4	
Atlanta, Geo, USA               	Dublin, Ireland                 	2	
Atlanta, Geo, USA               	Dusseldorf, Germany             	2	
Atlanta, Geo, USA               	Edinburgh                       	3	
Atlanta, Geo, USA               	Faro, Portugal                  	3	
Atlanta, Geo, USA               	Frankfurt, Germany              	3	
Atlanta, Geo, USA               	Geneva, Switzerland             	2	
Atlanta, Geo, USA               	Glasgow, Scotland               	3	
Atlanta, Geo, USA               	Gothenburg, Sweden              	6	
Atlanta, Geo, USA               	Guernsey, Channel Is            	4	
Atlanta, Geo, USA               	Hamburg, Germany                	0	
Atlanta, Geo, USA               	Harare, Zimbabwe                	6	
Atlanta, Geo, USA               	Houston Intl,Tx,USA             	3	
Atlanta, Geo, USA               	Huntsville, Al, USA             	5	
Atlanta, Geo, USA               	Islamabad, Pakistan             	3	
Atlanta, Geo, USA               	Istanbul, Turkey                	4	
Atlanta, Geo, USA               	Jersey, Channel Is.             	4	
Atlanta, Geo, USA               	JFK, New York                   	1	
Atlanta, Geo, USA               	Kiev, Borispool, Ukr            	6	
Atlanta, Geo, USA               	Krakow, Poland                  	6	
Atlanta, Geo, USA               	Kuala Lumpur, Malay.            	4	
Atlanta, Geo, USA               	Las Palmas, Canaries            	3	
Atlanta, Geo, USA               	LBP, Toronto, Canada            	4	
Atlanta, Geo, USA               	Leeds/Bradford                  	1	
Atlanta, Geo, USA               	Leipzig, Germany                	4	
Atlanta, Geo, USA               	Lisbon, Portugal                	3	
Atlanta, Geo, USA               	London City                     	4	
Atlanta, Geo, USA               	London Gatwick                  	5	
Atlanta, Geo, USA               	London Heathrow                 	3	
Atlanta, Geo, USA               	Los Angeles, USA                	4	
Atlanta, Geo, USA               	Luxembourg                      	4	
Atlanta, Geo, USA               	Lyon, France                    	4	
Atlanta, Geo, USA               	Malaga, Spain                   	1	
Atlanta, Geo, USA               	Manchester Intl                 	2	
Atlanta, Geo, USA               	Marseille, France               	6	
Atlanta, Geo, USA               	Memphis, Ten., USA              	3	
Atlanta, Geo, USA               	Mexico City, Mexico             	4	
